pose_loss:388.102661133 qua_loss:53.6873703003 regression_loss:11125.5761719
pose_loss:74.5211639404 qua_loss:0.488990306854 regression_loss:172.319229126
pose_loss:69.4521026611 qua_loss:0.436992287636 regression_loss:156.85055542
pose_loss:69.3405914307 qua_loss:0.400970101357 regression_loss:149.534606934
pose_loss:68.8717346191 qua_loss:0.413931369781 regression_loss:151.658004761
pose_loss:62.9572143555 qua_loss:0.439061820507 regression_loss:150.769577026
pose_loss:85.4384460449 qua_loss:0.421328753233 regression_loss:169.704193115
pose_loss:74.3346405029 qua_loss:0.461409807205 regression_loss:166.616607666
pose_loss:63.2615776062 qua_loss:0.391531586647 regression_loss:141.567901611
pose_loss:74.8417129517 qua_loss:0.446780622005 regression_loss:164.197845459
pose_loss:57.2651672363 qua_loss:0.388009339571 regression_loss:134.867034912
pose_loss:82.4852828979 qua_loss:0.539292931557 regression_loss:190.34387207
pose_loss:78.2738494873 qua_loss:0.419282346964 regression_loss:162.130310059
pose_loss:76.1415557861 qua_loss:0.406754434109 regression_loss:157.492431641
pose_loss:80.6396102905 qua_loss:0.372971147299 regression_loss:155.233840942
pose_loss:71.8827819824 qua_loss:0.411001354456 regression_loss:154.083053589
pose_loss:81.9091339111 qua_loss:0.442595899105 regression_loss:170.428314209
pose_loss:78.7415466309 qua_loss:0.384426355362 regression_loss:155.626815796
pose_loss:86.3556060791 qua_loss:0.465846329927 regression_loss:179.524871826
pose_loss:75.1857681274 qua_loss:0.428642451763 regression_loss:160.914260864
pose_loss:67.3511810303 qua_loss:0.435214519501 regression_loss:154.394088745
pose_loss:82.1501541138 qua_loss:0.466154664755 regression_loss:175.381088257
pose_loss:65.994102478 qua_loss:0.444187670946 regression_loss:154.831634521
pose_loss:80.6938934326 qua_loss:0.417541146278 regression_loss:164.20211792
pose_loss:71.2239685059 qua_loss:0.402239263058 regression_loss:151.671813965
pose_loss:58.6144256592 qua_loss:0.486660838127 regression_loss:155.946594238
pose_loss:77.595375061 qua_loss:0.413822114468 regression_loss:160.359802246
pose_loss:80.3853607178 qua_loss:0.386554598808 regression_loss:157.696289062
pose_loss:67.2017059326 qua_loss:0.402130633593 regression_loss:147.627838135
pose_loss:91.3916091919 qua_loss:0.442016839981 regression_loss:179.79498291
pose_loss:78.7068252563 qua_loss:0.431004524231 regression_loss:164.907730103
pose_loss:77.2815322876 qua_loss:0.414033919573 regression_loss:160.088317871
pose_loss:74.4794311523 qua_loss:0.378806084394 regression_loss:150.240646362
pose_loss:82.5216064453 qua_loss:0.472578018904 regression_loss:177.037200928
pose_loss:76.9021453857 qua_loss:0.502421975136 regression_loss:177.386535645
pose_loss:95.2609786987 qua_loss:0.483211278915 regression_loss:191.90322876
pose_loss:72.6104888916 qua_loss:0.459908634424 regression_loss:164.592224121
pose_loss:87.8402404785 qua_loss:0.490812420845 regression_loss:186.002716064
pose_loss:70.2046203613 qua_loss:0.483550608158 regression_loss:166.914733887
pose_loss:68.4517364502 qua_loss:0.434401899576 regression_loss:155.332122803
pose_loss:84.1648254395 qua_loss:0.461604565382 regression_loss:176.485748291
pose_loss:70.6102676392 qua_loss:0.454197645187 regression_loss:161.449798584
pose_loss:91.8985366821 qua_loss:0.469360500574 regression_loss:185.770629883
pose_loss:74.7998046875 qua_loss:0.524849355221 regression_loss:179.769683838
pose_loss:87.2878723145 qua_loss:0.464960753918 regression_loss:180.280029297
pose_loss:66.4311981201 qua_loss:0.427822768688 regression_loss:151.995758057
pose_loss:73.0001602173 qua_loss:0.465726435184 regression_loss:166.145446777
pose_loss:71.9223175049 qua_loss:0.47736915946 regression_loss:167.396148682
pose_loss:57.3782348633 qua_loss:0.470002472401 regression_loss:151.378723145
pose_loss:91.2185211182 qua_loss:0.379832476377 regression_loss:167.185012817
pose_loss:84.4876403809 qua_loss:0.405626535416 regression_loss:165.612945557
pose_loss:69.0436325073 qua_loss:0.447523891926 regression_loss:158.548400879
pose_loss:75.8483352661 qua_loss:0.450488388538 regression_loss:165.946014404
pose_loss:74.8756942749 qua_loss:0.469478189945 regression_loss:168.771331787
pose_loss:80.3488998413 qua_loss:0.447643756866 regression_loss:169.877655029
pose_loss:76.6439666748 qua_loss:0.46233433485 regression_loss:169.110839844
pose_loss:69.0206222534 qua_loss:0.46116617322 regression_loss:161.253860474
pose_loss:77.6894073486 qua_loss:0.404043734074 regression_loss:158.498153687
pose_loss:90.4320220947 qua_loss:0.501645922661 regression_loss:190.761199951
pose_loss:79.0674514771 qua_loss:0.412979960442 regression_loss:161.663452148
pose_loss:86.5525054932 qua_loss:0.490146547556 regression_loss:184.581817627
pose_loss:72.193145752 qua_loss:0.460479110479 regression_loss:164.288970947
pose_loss:84.2677459717 qua_loss:0.443424761295 regression_loss:172.952697754
pose_loss:75.898979187 qua_loss:0.411467373371 regression_loss:158.192443848
pose_loss:91.2030487061 qua_loss:0.466664493084 regression_loss:184.535949707
pose_loss:82.7917404175 qua_loss:0.497909635305 regression_loss:182.373657227
pose_loss:78.2616882324 qua_loss:0.420831918716 regression_loss:162.428070068
pose_loss:73.61693573 qua_loss:0.482074230909 regression_loss:170.031784058
pose_loss:65.1279296875 qua_loss:0.413792580366 regression_loss:147.886444092
pose_loss:79.3584594727 qua_loss:0.442766666412 regression_loss:167.91178894
pose_loss:80.3324356079 qua_loss:0.480331391096 regression_loss:176.398712158
pose_loss:64.8618469238 qua_loss:0.412986338139 regression_loss:147.459106445
pose_loss:76.7479400635 qua_loss:0.453826546669 regression_loss:167.513244629
pose_loss:77.7283248901 qua_loss:0.433619946241 regression_loss:164.452316284
pose_loss:65.9623718262 qua_loss:0.431609153748 regression_loss:152.284210205
pose_loss:68.7748641968 qua_loss:0.392021805048 regression_loss:147.179229736
pose_loss:67.9027023315 qua_loss:0.38701197505 regression_loss:145.305099487
pose_loss:80.1941680908 qua_loss:0.435696929693 regression_loss:167.333557129
pose_loss:77.0042724609 qua_loss:0.407544702291 regression_loss:158.513214111
pose_loss:71.5652923584 qua_loss:0.432791829109 regression_loss:158.123657227
pose_loss:93.8314666748 qua_loss:0.445055127144 regression_loss:182.842498779
pose_loss:68.5534591675 qua_loss:0.3940525949 regression_loss:147.363983154
pose_loss:67.7946929932 qua_loss:0.415696918964 regression_loss:150.934082031
pose_loss:74.0724411011 qua_loss:0.447873950005 regression_loss:163.647232056
pose_loss:64.6330108643 qua_loss:0.44398021698 regression_loss:153.429046631
pose_loss:63.8858909607 qua_loss:0.415178507566 regression_loss:146.921585083
pose_loss:65.8587875366 qua_loss:0.487213671207 regression_loss:163.301513672
pose_loss:81.787902832 qua_loss:0.452857911587 regression_loss:172.359481812
pose_loss:76.0740966797 qua_loss:0.42733579874 regression_loss:161.541259766
pose_loss:102.076042175 qua_loss:0.465130060911 regression_loss:195.102050781
pose_loss:87.2844390869 qua_loss:0.431135565042 regression_loss:173.511550903
pose_loss:63.8789024353 qua_loss:0.528542637825 regression_loss:169.587432861
pose_loss:71.3215026855 qua_loss:0.377022057772 regression_loss:146.725921631
pose_loss:77.4752731323 qua_loss:0.448567926884 regression_loss:167.188858032
pose_loss:80.1829299927 qua_loss:0.446408838034 regression_loss:169.464691162
pose_loss:65.3022766113 qua_loss:0.396718710661 regression_loss:144.646026611
pose_loss:65.5931167603 qua_loss:0.359792590141 regression_loss:137.551635742
pose_loss:79.8459625244 qua_loss:0.423081099987 regression_loss:164.462188721
pose_loss:80.6235198975 qua_loss:0.493576169014 regression_loss:179.338745117
pose_loss:89.0394363403 qua_loss:0.473390519619 regression_loss:183.717529297
pose_loss:70.673789978 qua_loss:0.438578218222 regression_loss:158.389434814
pose_loss:84.7574157715 qua_loss:0.468012392521 regression_loss:178.359893799
pose_loss:71.3562088013 qua_loss:0.493974387646 regression_loss:170.151092529
pose_loss:71.9956359863 qua_loss:0.548480808735 regression_loss:181.691802979
pose_loss:63.6982345581 qua_loss:0.426245212555 regression_loss:148.947265625
pose_loss:77.5796356201 qua_loss:0.463538169861 regression_loss:170.287261963
pose_loss:62.0027923584 qua_loss:0.465963363647 regression_loss:155.195465088
pose_loss:77.2512588501 qua_loss:0.462406218052 regression_loss:169.732513428
pose_loss:62.0646438599 qua_loss:0.380129933357 regression_loss:138.090637207
pose_loss:68.6979675293 qua_loss:0.374899625778 regression_loss:143.677886963
pose_loss:62.4222068787 qua_loss:0.469413280487 regression_loss:156.304870605
pose_loss:78.1457901001 qua_loss:0.419236570597 regression_loss:161.993103027
pose_loss:70.417427063 qua_loss:0.446991086006 regression_loss:159.815643311
pose_loss:73.3584289551 qua_loss:0.393215864897 regression_loss:152.001602173
pose_loss:81.6811218262 qua_loss:0.429320454597 regression_loss:167.545211792
pose_loss:62.3087234497 qua_loss:0.386078178883 regression_loss:139.524353027
pose_loss:66.2396621704 qua_loss:0.419186592102 regression_loss:150.076980591
pose_loss:65.8344497681 qua_loss:0.420709162951 regression_loss:149.976287842
pose_loss:82.0739135742 qua_loss:0.483237922192 regression_loss:178.721496582
pose_loss:73.725479126 qua_loss:0.454396754503 regression_loss:164.604827881
pose_loss:64.9692840576 qua_loss:0.444707334042 regression_loss:153.910751343
pose_loss:74.705078125 qua_loss:0.452600240707 regression_loss:165.225128174
pose_loss:80.7534179688 qua_loss:0.560686171055 regression_loss:192.890655518
pose_loss:72.9772109985 qua_loss:0.464639365673 regression_loss:165.905090332
pose_loss:86.0785140991 qua_loss:0.494664043188 regression_loss:185.011322021
pose_loss:60.0029830933 qua_loss:0.436808824539 regression_loss:147.364746094
pose_loss:81.3590393066 qua_loss:0.463723301888 regression_loss:174.10369873
pose_loss:75.9259414673 qua_loss:0.422934770584 regression_loss:160.512893677
pose_loss:84.4138946533 qua_loss:0.493925392628 regression_loss:183.198974609
pose_loss:66.9970169067 qua_loss:0.428564667702 regression_loss:152.709960938
pose_loss:66.9636611938 qua_loss:0.382366538048 regression_loss:143.436965942
pose_loss:79.2498703003 qua_loss:0.453690648079 regression_loss:169.988006592
pose_loss:71.016456604 qua_loss:0.469477027655 regression_loss:164.911865234
pose_loss:70.9154891968 qua_loss:0.43894213438 regression_loss:158.703918457
pose_loss:80.2939300537 qua_loss:0.446227401495 regression_loss:169.539413452
pose_loss:60.9531860352 qua_loss:0.37475579977 regression_loss:135.904342651
pose_loss:66.1517562866 qua_loss:0.373280823231 regression_loss:140.807922363
pose_loss:72.2355194092 qua_loss:0.39566257596 regression_loss:151.368041992
pose_loss:87.6897888184 qua_loss:0.455463051796 regression_loss:178.782409668
pose_loss:71.59715271 qua_loss:0.455222070217 regression_loss:162.641571045
pose_loss:65.0445175171 qua_loss:0.417131125927 regression_loss:148.470733643
pose_loss:85.6315689087 qua_loss:0.414930909872 regression_loss:168.617752075
pose_loss:80.1463775635 qua_loss:0.402108818293 regression_loss:160.568145752
pose_loss:75.5709991455 qua_loss:0.446318149567 regression_loss:164.834625244
pose_loss:65.6204376221 qua_loss:0.366912782192 regression_loss:139.002990723
pose_loss:57.4919128418 qua_loss:0.393777996302 regression_loss:136.247512817
pose_loss:71.5935440063 qua_loss:0.567241072655 regression_loss:185.041748047
pose_loss:72.2049560547 qua_loss:0.456637680531 regression_loss:163.532501221
pose_loss:115.029411316 qua_loss:0.425894618034 regression_loss:200.208343506
pose_loss:77.3483123779 qua_loss:0.405671566725 regression_loss:158.482635498
pose_loss:68.5787811279 qua_loss:0.428726613522 regression_loss:154.32409668
pose_loss:78.4489059448 qua_loss:0.473881840706 regression_loss:173.225280762
pose_loss:72.0813293457 qua_loss:0.418893128633 regression_loss:155.859954834
pose_loss:65.9030151367 qua_loss:0.423950791359 regression_loss:150.69317627
pose_loss:73.8243484497 qua_loss:0.433290690184 regression_loss:160.48248291
pose_loss:67.3666610718 qua_loss:0.543506860733 regression_loss:176.068023682
pose_loss:62.3200073242 qua_loss:0.413257867098 regression_loss:144.971588135
pose_loss:71.1631774902 qua_loss:0.498081147671 regression_loss:170.779403687
pose_loss:71.0835952759 qua_loss:0.435942709446 regression_loss:158.272140503
pose_loss:76.0140151978 qua_loss:0.507748901844 regression_loss:177.563796997
pose_loss:65.8531494141 qua_loss:0.468642711639 regression_loss:159.581695557
pose_loss:75.6445846558 qua_loss:0.487470269203 regression_loss:173.138641357
pose_loss:66.3199920654 qua_loss:0.35956916213 regression_loss:138.233825684
pose_loss:77.4133377075 qua_loss:0.483136832714 regression_loss:174.040710449
pose_loss:94.7966537476 qua_loss:0.439290225506 regression_loss:182.654693604
pose_loss:68.3297958374 qua_loss:0.397514879704 regression_loss:147.832763672
pose_loss:72.5782623291 qua_loss:0.405979841948 regression_loss:153.774230957
pose_loss:67.6317138672 qua_loss:0.410080462694 regression_loss:149.647796631
pose_loss:83.6815567017 qua_loss:0.486265033484 regression_loss:180.934570312
pose_loss:78.0268859863 qua_loss:0.445413321257 regression_loss:167.109558105
pose_loss:68.1833953857 qua_loss:0.463510245085 regression_loss:160.885437012
pose_loss:75.2650527954 qua_loss:0.444985479116 regression_loss:164.262145996
pose_loss:83.0055389404 qua_loss:0.428505152464 regression_loss:168.706573486
pose_loss:85.0827331543 qua_loss:0.399692356586 regression_loss:165.021209717
pose_loss:78.6031341553 qua_loss:0.391186147928 regression_loss:156.840362549
pose_loss:72.8106307983 qua_loss:0.393317788839 regression_loss:151.474182129
pose_loss:94.7801361084 qua_loss:0.450598269701 regression_loss:184.899780273
pose_loss:80.6245117188 qua_loss:0.429721057415 regression_loss:166.568725586
pose_loss:69.753036499 qua_loss:0.388996779919 regression_loss:147.552398682
pose_loss:75.4766616821 qua_loss:0.376593917608 regression_loss:150.795440674
pose_loss:65.2167358398 qua_loss:0.423244714737 regression_loss:149.86567688
pose_loss:76.2262191772 qua_loss:0.435715019703 regression_loss:163.369232178
pose_loss:67.4145202637 qua_loss:0.401094615459 regression_loss:147.633453369
pose_loss:71.7455444336 qua_loss:0.477698326111 regression_loss:167.285217285
pose_loss:69.5894088745 qua_loss:0.423195719719 regression_loss:154.228546143
pose_loss:108.326004028 qua_loss:0.47473230958 regression_loss:203.272460938
pose_loss:80.8846817017 qua_loss:0.428704023361 regression_loss:166.625488281
pose_loss:67.1176300049 qua_loss:0.395882189274 regression_loss:146.294067383
pose_loss:71.8483963013 qua_loss:0.476424872875 regression_loss:167.133361816
pose_loss:67.1623306274 qua_loss:0.400135904551 regression_loss:147.18951416
pose_loss:71.5264587402 qua_loss:0.42634549737 regression_loss:156.795562744
pose_loss:82.5674972534 qua_loss:0.45112156868 regression_loss:172.791809082
pose_loss:77.3749771118 qua_loss:0.409919649363 regression_loss:159.358917236
pose_loss:86.3134841919 qua_loss:0.465260863304 regression_loss:179.365661621
pose_loss:78.2986755371 qua_loss:0.442249387503 regression_loss:166.748550415
pose_loss:85.5489730835 qua_loss:0.433532416821 regression_loss:172.255462646
pose_loss:67.3716049194 qua_loss:0.406066447496 regression_loss:148.584899902
pose_loss:78.968711853 qua_loss:0.392460674047 regression_loss:157.460845947
pose_loss:74.7142715454 qua_loss:0.479535847902 regression_loss:170.621444702
pose_loss:70.8842468262 qua_loss:0.408401697874 regression_loss:152.564575195
pose_loss:75.6616210938 qua_loss:0.461052656174 regression_loss:167.872161865
pose_loss:94.9703445435 qua_loss:0.381169736385 regression_loss:171.204284668
pose_loss:84.9094696045 qua_loss:0.439590424299 regression_loss:172.827545166
pose_loss:67.383102417 qua_loss:0.410226523876 regression_loss:149.428405762
pose_loss:60.5460128784 qua_loss:0.404668301344 regression_loss:141.479675293
pose_loss:100.498054504 qua_loss:0.47520300746 regression_loss:195.538665771
pose_loss:60.4304656982 qua_loss:0.491808205843 regression_loss:158.792114258
pose_loss:58.0696563721 qua_loss:0.402323752642 regression_loss:138.534408569
pose_loss:89.6991500854 qua_loss:0.462826102972 regression_loss:182.264373779
pose_loss:77.5071640015 qua_loss:0.388255268335 regression_loss:155.158218384
pose_loss:74.2756500244 qua_loss:0.443177878857 regression_loss:162.911224365
pose_loss:83.596534729 qua_loss:0.486680924892 regression_loss:180.93270874
pose_loss:90.2339630127 qua_loss:0.411917299032 regression_loss:172.617431641
pose_loss:67.2500076294 qua_loss:0.379347622395 regression_loss:143.119537354
pose_loss:69.7895202637 qua_loss:0.417701154947 regression_loss:153.329742432
pose_loss:65.0717849731 qua_loss:0.36777433753 regression_loss:138.626647949
pose_loss:77.3376464844 qua_loss:0.4829852283 regression_loss:173.934692383
pose_loss:74.7678527832 qua_loss:0.427708864212 regression_loss:160.309631348
pose_loss:70.2752380371 qua_loss:0.405309975147 regression_loss:151.337234497
pose_loss:62.0650482178 qua_loss:0.41465485096 regression_loss:144.996017456
pose_loss:70.5304946899 qua_loss:0.388152122498 regression_loss:148.160919189
pose_loss:64.5760803223 qua_loss:0.365900158882 regression_loss:137.756103516
pose_loss:78.7744903564 qua_loss:0.418434679508 regression_loss:162.461425781
pose_loss:87.1654586792 qua_loss:0.452885359526 regression_loss:177.742523193
pose_loss:68.487663269 qua_loss:0.467614680529 regression_loss:162.0105896
pose_loss:65.5667800903 qua_loss:0.402882158756 regression_loss:146.143218994
pose_loss:65.4709014893 qua_loss:0.410276770592 regression_loss:147.526245117
pose_loss:74.1683349609 qua_loss:0.477635979652 regression_loss:169.695526123
pose_loss:65.0484390259 qua_loss:0.507864654064 regression_loss:166.621368408
pose_loss:71.7587585449 qua_loss:0.421847462654 regression_loss:156.128250122
pose_loss:70.4857559204 qua_loss:0.440792232752 regression_loss:158.644195557
pose_loss:78.9856567383 qua_loss:0.366649836302 regression_loss:152.315612793
pose_loss:69.3710174561 qua_loss:0.383055955172 regression_loss:145.982208252
pose_loss:70.7167892456 qua_loss:0.45136743784 regression_loss:160.990280151
pose_loss:86.9091644287 qua_loss:0.434585392475 regression_loss:173.82623291
pose_loss:88.2714233398 qua_loss:0.476712375879 regression_loss:183.613891602
pose_loss:65.8302307129 qua_loss:0.431358933449 regression_loss:152.102020264
pose_loss:64.9590835571 qua_loss:0.415795445442 regression_loss:148.118164062
pose_loss:72.3006286621 qua_loss:0.494575768709 regression_loss:171.215789795
pose_loss:71.0001296997 qua_loss:0.408434838057 regression_loss:152.687103271
pose_loss:84.2925720215 qua_loss:0.427160561085 regression_loss:169.724685669
pose_loss:95.2963485718 qua_loss:0.443210631609 regression_loss:183.938476562
pose_loss:67.5126190186 qua_loss:0.402827441692 regression_loss:148.078109741
pose_loss:86.1900405884 qua_loss:0.514860928059 regression_loss:189.162231445
pose_loss:83.6042556763 qua_loss:0.379694879055 regression_loss:159.543228149
pose_loss:67.6802825928 qua_loss:0.403849512339 regression_loss:148.450195312
pose_loss:76.2031021118 qua_loss:0.41793692112 regression_loss:159.790496826
pose_loss:54.4417190552 qua_loss:0.42747938633 regression_loss:139.937591553
pose_loss:81.0666046143 qua_loss:0.441270828247 regression_loss:169.320770264
pose_loss:81.8495254517 qua_loss:0.40800344944 regression_loss:163.45022583
pose_loss:76.5085830688 qua_loss:0.419868409634 regression_loss:160.482269287
pose_loss:72.4242858887 qua_loss:0.435927987099 regression_loss:159.609893799
pose_loss:77.855506897 qua_loss:0.451092779636 regression_loss:168.074066162
pose_loss:73.4055023193 qua_loss:0.433665603399 regression_loss:160.138626099
pose_loss:62.241355896 qua_loss:0.421542286873 regression_loss:146.549804688
pose_loss:72.4035415649 qua_loss:0.441373348236 regression_loss:160.678222656
pose_loss:61.6880340576 qua_loss:0.385668903589 regression_loss:138.821807861
pose_loss:60.8223190308 qua_loss:0.390182435513 regression_loss:138.858795166
pose_loss:70.6393356323 qua_loss:0.371066689491 regression_loss:144.852676392
pose_loss:74.3304443359 qua_loss:0.418582081795 regression_loss:158.046859741
pose_loss:67.6260452271 qua_loss:0.379898369312 regression_loss:143.605712891
pose_loss:58.356048584 qua_loss:0.417871385813 regression_loss:141.930328369
pose_loss:64.5050048828 qua_loss:0.353008508682 regression_loss:135.106704712
pose_loss:78.6660842896 qua_loss:0.402677536011 regression_loss:159.201599121
pose_loss:76.7406005859 qua_loss:0.490319341421 regression_loss:174.804473877
pose_loss:70.2811203003 qua_loss:0.505684912205 regression_loss:171.418106079
pose_loss:77.7050552368 qua_loss:0.462938010693 regression_loss:170.292663574
pose_loss:77.2848052979 qua_loss:0.398057967424 regression_loss:156.896392822
pose_loss:63.8820037842 qua_loss:0.466460108757 regression_loss:157.174026489
pose_loss:94.6662139893 qua_loss:0.423884898424 regression_loss:179.443191528
pose_loss:66.5369262695 qua_loss:0.382228732109 regression_loss:142.982666016
pose_loss:85.5822143555 qua_loss:0.399460196495 regression_loss:165.474243164
pose_loss:70.0967330933 qua_loss:0.444487333298 regression_loss:158.99420166
pose_loss:81.2755203247 qua_loss:0.379398733377 regression_loss:157.155273438
pose_loss:75.7022247314 qua_loss:0.482219129801 regression_loss:172.146057129
pose_loss:78.6068878174 qua_loss:0.431321412325 regression_loss:164.871170044
pose_loss:87.5220870972 qua_loss:0.397563874722 regression_loss:167.034851074
pose_loss:76.349105835 qua_loss:0.421383142471 regression_loss:160.625732422
pose_loss:72.340385437 qua_loss:0.358800113201 regression_loss:144.100402832
pose_loss:79.9626159668 qua_loss:0.447790801525 regression_loss:169.520782471
pose_loss:72.1342010498 qua_loss:0.424474328756 regression_loss:157.029067993
pose_loss:63.8771820068 qua_loss:0.343583345413 regression_loss:132.593841553
pose_loss:76.6495056152 qua_loss:0.427026897669 regression_loss:162.054885864
pose_loss:75.9508666992 qua_loss:0.3924061656 regression_loss:154.432098389
pose_loss:95.3809967041 qua_loss:0.407261312008 regression_loss:176.833251953
pose_loss:106.565353394 qua_loss:0.424206912518 regression_loss:191.406738281
pose_loss:75.1768112183 qua_loss:0.463434100151 regression_loss:167.863632202
pose_loss:72.043510437 qua_loss:0.389675855637 regression_loss:149.978683472
pose_loss:86.6911468506 qua_loss:0.500190913677 regression_loss:186.7293396
pose_loss:73.8858032227 qua_loss:0.442317426205 regression_loss:162.34928894
pose_loss:75.6264266968 qua_loss:0.420936137438 regression_loss:159.813659668
pose_loss:86.3803253174 qua_loss:0.477014571428 regression_loss:181.783233643
pose_loss:113.032592773 qua_loss:0.430046349764 regression_loss:199.041870117
pose_loss:63.1254577637 qua_loss:0.436201334 regression_loss:150.365722656
pose_loss:74.918182373 qua_loss:0.457703173161 regression_loss:166.458816528
pose_loss:68.969039917 qua_loss:0.493778944016 regression_loss:167.724822998
pose_loss:56.6171340942 qua_loss:0.424946397543 regression_loss:141.606414795
pose_loss:76.9945755005 qua_loss:0.411386430264 regression_loss:159.271850586
pose_loss:72.3065109253 qua_loss:0.447154700756 regression_loss:161.737457275
pose_loss:65.7397689819 qua_loss:0.424191892147 regression_loss:150.578155518
pose_loss:79.8806228638 qua_loss:0.496749669313 regression_loss:179.230560303
pose_loss:71.5309143066 qua_loss:0.472905516624 regression_loss:166.112014771
pose_loss:81.7520065308 qua_loss:0.451742738485 regression_loss:172.10055542
pose_loss:84.6214675903 qua_loss:0.543941378593 regression_loss:193.409744263
pose_loss:66.8204574585 qua_loss:0.407972335815 regression_loss:148.414916992
pose_loss:75.5248947144 qua_loss:0.404257744551 regression_loss:156.376434326
pose_loss:66.5722732544 qua_loss:0.50981259346 regression_loss:168.534790039
pose_loss:81.2322540283 qua_loss:0.434038847685 regression_loss:168.040023804
pose_loss:63.9096908569 qua_loss:0.397685825825 regression_loss:143.446853638
pose_loss:60.0464706421 qua_loss:0.439681231976 regression_loss:147.982727051
pose_loss:82.9746398926 qua_loss:0.445603072643 regression_loss:172.095245361
pose_loss:69.2711105347 qua_loss:0.433940976858 regression_loss:156.059295654
pose_loss:66.6468582153 qua_loss:0.472857326269 regression_loss:161.218322754
pose_loss:64.5396881104 qua_loss:0.482784837484 regression_loss:161.09664917
pose_loss:88.8262023926 qua_loss:0.440878748894 regression_loss:177.001953125
pose_loss:82.99559021 qua_loss:0.411348372698 regression_loss:165.265258789
pose_loss:81.5682907104 qua_loss:0.448336452246 regression_loss:171.235580444
pose_loss:70.899307251 qua_loss:0.443348824978 regression_loss:159.569061279
pose_loss:72.2540283203 qua_loss:0.444391638041 regression_loss:161.132354736
pose_loss:66.6110534668 qua_loss:0.423717409372 regression_loss:151.354537964
pose_loss:80.4095535278 qua_loss:0.452146053314 regression_loss:170.838775635
pose_loss:68.2858276367 qua_loss:0.397333711386 regression_loss:147.752563477
pose_loss:67.2431945801 qua_loss:0.422681957483 regression_loss:151.779586792
pose_loss:78.0999755859 qua_loss:0.42268294096 regression_loss:162.636566162
pose_loss:72.1342163086 qua_loss:0.476171046495 regression_loss:167.368423462
pose_loss:70.9531555176 qua_loss:0.39477211237 regression_loss:149.907577515
pose_loss:78.2234115601 qua_loss:0.404748678207 regression_loss:159.173156738
pose_loss:76.1837692261 qua_loss:0.498935639858 regression_loss:175.97088623
pose_loss:71.6211471558 qua_loss:0.39473220706 regression_loss:150.567596436
pose_loss:66.7843093872 qua_loss:0.396233379841 regression_loss:146.030975342
pose_loss:77.0328369141 qua_loss:0.395191907883 regression_loss:156.071228027
pose_loss:71.2566833496 qua_loss:0.343096554279 regression_loss:139.875991821
pose_loss:72.08152771 qua_loss:0.490599572659 regression_loss:170.201446533
pose_loss:70.8937301636 qua_loss:0.443626195192 regression_loss:159.618972778
pose_loss:91.4960174561 qua_loss:0.427742630243 regression_loss:177.044540405
pose_loss:76.116607666 qua_loss:0.45671248436 regression_loss:167.459106445
pose_loss:75.5434951782 qua_loss:0.410661071539 regression_loss:157.675720215
pose_loss:64.9646759033 qua_loss:0.366518527269 regression_loss:138.268371582
pose_loss:76.6864929199 qua_loss:0.445559203625 regression_loss:165.798339844
pose_loss:105.115768433 qua_loss:0.518848180771 regression_loss:208.885406494
pose_loss:66.1733474731 qua_loss:0.383106350899 regression_loss:142.794616699
pose_loss:97.150100708 qua_loss:0.414981454611 regression_loss:180.146392822
pose_loss:67.9884872437 qua_loss:0.448692321777 regression_loss:157.726959229
pose_loss:63.0114402771 qua_loss:0.406417161226 regression_loss:144.294876099
pose_loss:60.5525970459 qua_loss:0.450170755386 regression_loss:150.586746216
pose_loss:90.6788711548 qua_loss:0.435713559389 regression_loss:177.821594238
pose_loss:83.3512191772 qua_loss:0.457471519709 regression_loss:174.84552002
pose_loss:70.4251022339 qua_loss:0.403456389904 regression_loss:151.116378784
pose_loss:69.8094711304 qua_loss:0.438259840012 regression_loss:157.46144104
pose_loss:68.2194442749 qua_loss:0.469181001186 regression_loss:162.055633545
pose_loss:79.6891174316 qua_loss:0.437683641911 regression_loss:167.225845337
pose_loss:84.9631347656 qua_loss:0.425349056721 regression_loss:170.032943726
pose_loss:67.4577026367 qua_loss:0.410287827253 regression_loss:149.515258789
pose_loss:64.6847763062 qua_loss:0.367675751448 regression_loss:138.219924927
pose_loss:78.301612854 qua_loss:0.401201963425 regression_loss:158.542007446
pose_loss:77.5402069092 qua_loss:0.394570916891 regression_loss:156.454391479
pose_loss:73.4906997681 qua_loss:0.453699529171 regression_loss:164.230606079
pose_loss:66.3003158569 qua_loss:0.481245905161 regression_loss:162.549499512
pose_loss:62.5736579895 qua_loss:0.404108226299 regression_loss:143.395309448
pose_loss:85.0186538696 qua_loss:0.448996841908 regression_loss:174.818023682
pose_loss:62.4988822937 qua_loss:0.429469019175 regression_loss:148.392684937
pose_loss:84.5552749634 qua_loss:0.419604420662 regression_loss:168.476165771
pose_loss:63.4054031372 qua_loss:0.399761676788 regression_loss:143.357727051
pose_loss:69.2567062378 qua_loss:0.403068453074 regression_loss:149.870391846
pose_loss:98.1309432983 qua_loss:0.373882234097 regression_loss:172.90737915
pose_loss:72.6375961304 qua_loss:0.427400231361 regression_loss:158.117645264
pose_loss:84.5442733765 qua_loss:0.462558180094 regression_loss:177.055908203
pose_loss:82.9967727661 qua_loss:0.415169477463 regression_loss:166.030670166
pose_loss:60.7669715881 qua_loss:0.42142996192 regression_loss:145.052963257
